NumeroOrden,AñoOrden,MesOrden,FechaOrden,TipoOrdendeCompra,CodigoProveedor,Proveedor,FormaPago,TipodeCambio,Moneda,CodigoMaterial,DescripcionMaterial,Cantidad,ValorUnitario,ValorTotal,Unidad,EstadoOrdendeCompra
91,2022,Octubre,25/10/2022 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,90 DIAS C/FACTURA,983.91,DOLAR,BORA1318,BOLSA RACIMO Z.POUCH S/L CLEAR #3452 GREEN (A.CRISP) T21-22,185,1500,277500,UNI,APROBADA
91,2022,Octubre,25/10/2022 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,90 DIAS C/FACTURA,983.91,DOLAR,BORA1319,BOLSA RACIMO Z.POUCH S/L CLEAR #3450 RED S.(SCARLOTTA) T21-22,92,10100,929200,UNI,APROBADA
91,2022,Octubre,25/10/2022 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,90 DIAS C/FACTURA,983.91,DOLAR,BORA1320,BOLSA RACIMO Z.POUCH IFG S/L #3499 RED (C.HEARTS) T21-22,153,5700,872100,UNI,APROBADA
91,2022,Octubre,25/10/2022 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,90 DIAS C/FACTURA,983.91,DOLAR,BORA1321,BOLSA RACIMO Z.POUCH IFG S/L #3501 GREEN (C.CANDY) T21-22,148,4400,651200,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1441,ADH STICKERS SELLADORA 1,32,17200,550400,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1442,ADH STICKERS SELLADORA 2,65,13500,877500,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1443,ADH STICKERS SELLADORA 3,196,1300,254800,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1444,ADH STICKERS SELLADORA 4,120,8300,996000,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1445,ADH STICKERS SELLADORA 5,32,16400,524800,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1446,ADH STICKERS SELLADORA 6,59,13500,796500,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1447,ADH STICKERS SELLADORA 7,70,12900,903000,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1502,ADH STICKERS SELLADORA 8,47,14500,681500,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1503,ADH STICKERS SELLADORA 9,16,18900,302400,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1504,ADH STICKERS SELLADORA 10,159,3100,492900,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1505,ADH STICKERS SELLADORA 11,94,10400,977600,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1506,ADH STICKERS SELLADORA 12,149,5600,834400,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1511,ADH STICKERS SELLADORA 13,184,1700,SIN REGISTRO,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1512,ADH STICKERS SELLADORA 14,189,1600,302400,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1513,ADH STICKERS SELLADORA 15,21,18300,384300,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1530,ADH STICKERS SELLADORA 16,29,16200,469800,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1663,ADH STICKERS SELLADORA 25,5,20200,101000,UNI,APROBADA
92,2022,Noviembre,02/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,936.35,PESOS,ADST1664,ADH STICKERS SELLADORA 26,33,16700,551100,UNI,APROBADA
93,2022,Noviembre,02/11/2022 00:00,NORMAL,135,QUIMICA ITALQUIM,75 DIAS C/FACTURA,936.35,DOLAR,QUQU1149,ACCU TAB,63,13200,831600,KGS,APROBADA
93,2022,Noviembre,02/11/2022 00:00,NORMAL,135,QUIMICA ITALQUIM,75 DIAS C/FACTURA,936.35,DOLAR,QUQU1150,DRENCH PHOS,59,14400,849600,LTS,APROBADA
93,2022,Noviembre,02/11/2022 00:00,NORMAL,135,QUIMICA ITALQUIM,75 DIAS C/FACTURA,936.35,DOLAR,QUQU1164,OPTICAL .CLORURO DE CALCIO,103,9500,978500,LTS,APROBADA
94,2022,Noviembre,02/11/2022 00:00,NORMAL,517,DECCO CHILE SPA,90 DIAS C/FACTURA,936.35,DOLAR,QUQU1153,PYREMPOST 400 SC,185,2400,444000,LTS,APROBADA
94,2022,Noviembre,02/11/2022 00:00,NORMAL,517,DECCO CHILE SPA,90 DIAS C/FACTURA,936.35,DOLAR,QUQU1154,HIPOCLORITO DE CALCIO AL 65% IA,67,12600,844200,LTS,APROBADA
94,2022,Noviembre,02/11/2022 00:00,NORMAL,517,DECCO CHILE SPA,90 DIAS C/FACTURA,936.35,DOLAR,QUQU1169,ACIDO FOSFORICO 85% (DECCO) FOOD GRADE,87,11900,1035300,LTS,APROBADA
95,2022,Noviembre,02/11/2022 00:00,NORMAL,10240,AGROFRESH CHILE COMERCIAL LTDA,60 DIAS C/FACTURA,936.35,DOLAR,QUQU1132,SCHOLAR 230 SC,64,14100,902400,LTS,APROBADA
96,2022,Noviembre,03/11/2022 00:00,GENERAL,403,M Y V (MARTINEZ Y VALDIVIESO),30 DIAS C/FACTURA,937.79,DOLAR,NULL,MONZON 425 SC LITROS,180,16200,2916000,NULL,APROBADA
97,2022,Noviembre,03/11/2022 00:00,GENERAL,595,MARCO ANTONIO PONCE REYES,30 DIAS C/FACTURA,937.79,PESOS,NULL,FUMICACION 28 OCT Y 2 NOV. PARCEL�A,49,14100,690900,NULL,APROBADA
98,2022,Noviembre,03/11/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,937.79,PESOS,ADST1508,ADH STICKER CABEZAL QILIN CAROZOS 18.00X9.00 TEMP 17-18,179,2900,519100,UNI,APROBADA
98,2022,Noviembre,03/11/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,937.79,PESOS,ADST1555,ADH STICKER SAMS NE AMARILLO GARDETA 63.5 MM,16,18300,292800,UNI,APROBADA
98,2022,Noviembre,03/11/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,937.79,PESOS,ADST1590,ADH STICKER SAMS NE BLANCO GARCICA  63.5 MM,170,2600,442000,UNI,APROBADA
99,2022,Noviembre,03/11/2022 00:00,GENERAL,403,M Y V (MARTINEZ Y VALDIVIESO),30 DIAS C/FACTURA,937.79,DOLAR,NULL,MOVENTO 100 SC LITRO,95,9500,902500,NULL,APROBADA
99,2022,Noviembre,03/11/2022 00:00,GENERAL,403,M Y V (MARTINEZ Y VALDIVIESO),30 DIAS C/FACTURA,937.79,DOLAR,NULL,ACOIDAL WG LITROS,129,7800,1006200,NULL,APROBADA
100,2022,Noviembre,03/11/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,937.79,DOLAR,NULL,ZOBERAMINOL PLUS LITROS,161,4200,676200,NULL,APROBADA
100,2022,Noviembre,03/11/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,937.79,DOLAR,NULL,DEFENDER POTASIO LITROS,126,6400,806400,NULL,APROBADA
101,2022,Noviembre,03/11/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,937.79,PESOS,NULL,AMARRA VI�A KIWI KILOS,82,10900,893800,NULL,APROBADA
101,2022,Noviembre,03/11/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,937.79,PESOS,NULL,CINTA GARRETA NEGRA KILOS,1,20700,20700,NULL,APROBADA
102,2022,Noviembre,03/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,937.79,PESOS,ADPA1280,ADH SELLO CAMISA C/IMPRESION GESEX  T17-18,119,16800,1999200,UNI,APROBADA
103,2022,Noviembre,04/11/2022 00:00,NORMAL,46,UNITED PLASTIC CORPORATION S.A.,C/F US$ AL 21/04-21/05-21/06,948.74,DOLAR,BOCA1102,BOLSA CAMISA 850X550 PERFORADA / NATURAL 0.3% VENT,62,14300,886600,UNI,APROBADA
104,2022,Noviembre,04/11/2022 00:00,NORMAL,103712,MARIA VASQUEZ CARRE�O,30 DIAS C/FACTURA,948.74,PESOS,GNGN1119,MANTA AISLANTE 1.60X1.23X1.03,103,9700,999100,UNI,APROBADA
104,2022,Noviembre,04/11/2022 00:00,NORMAL,103712,MARIA VASQUEZ CARRE�O,30 DIAS C/FACTURA,948.74,PESOS,GNGN1120,BASE AISLANTE 1.20X1.00X0.2,60,14600,876000,UNI,APROBADA
105,2022,Noviembre,04/11/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,948.74,DOLAR,POPL1119,POTE PET 3 LBS H 125 WW775V,37,15600,577200,UNI,APROBADA
106,2022,Noviembre,04/11/2022 00:00,GENERAL,103711,UNIFORMES IMACORP LIMITADA,CONTADO,948.74,PESOS,NULL,PARKAS TERMICAS OXFORD AZUL C/LOGO,56,15100,845600,NULL,APROBADA
106,2022,Noviembre,04/11/2022 00:00,GENERAL,103711,UNIFORMES IMACORP LIMITADA,CONTADO,948.74,PESOS,NULL,MINIESCAPE EQUIPO DE ESCAPE,83,11200,929600,NULL,APROBADA
106,2022,Noviembre,04/11/2022 00:00,GENERAL,103711,UNIFORMES IMACORP LIMITADA,CONTADO,948.74,PESOS,NULL,ANTIPARRA SEGURIDAD K-2,168,2600,436800,NULL,APROBADA
107,2022,Noviembre,04/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,948.74,PESOS,NULL,SOLUCION DE ALMACENAMIENTO ELECTRODOS 500ML,151,5300,800300,NULL,APROBADA
107,2022,Noviembre,04/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,948.74,PESOS,NULL,SOL.LIMPIEZA ELECTRODOS BOT.500ML,1,20400,SIN REGISTRO,NULL,APROBADA
107,2022,Noviembre,04/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,948.74,PESOS,NULL,ELECTRODO PH DIGITAL CUERPO PLAST.GEL ELE,64,14100,902400,NULL,APROBADA
107,2022,Noviembre,04/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,948.74,PESOS,NULL,DESPACHO,126,7800,982800,NULL,APROBADA
108,2022,Noviembre,04/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,948.74,PESOS,NULL,REACTIVO CLORO LIBRE POLVO 100 TEST,157,4600,722200,NULL,APROBADA
108,2022,Noviembre,04/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,948.74,PESOS,NULL,DESPACHO,161,4300,692300,NULL,APROBADA
109,2022,Noviembre,04/11/2022 00:00,GENERAL,146,VETO CIA LTDA,30 DIAS C/FACTURA,948.74,PESOS,NULL,BALANZA SOBREMESA 5000 GR ,97,10900,1057300,NULL,APROBADA
109,2022,Noviembre,04/11/2022 00:00,GENERAL,146,VETO CIA LTDA,30 DIAS C/FACTURA,948.74,PESOS,NULL,DESPACHO,89,10500,934500,NULL,APROBADA
110,2022,Noviembre,07/11/2022 00:00,GENERAL,10144,CRISTIAN TAGLE LARA,30 DIAS C/FACTURA,932.37,PESOS,NULL,BLOCK 50X2 ESTANQUE FUNGICIDA CEREZA/CIRUELA,2,19300,38600,NULL,APROBADA
110,2022,Noviembre,07/11/2022 00:00,GENERAL,10144,CRISTIAN TAGLE LARA,30 DIAS C/FACTURA,932.37,PESOS,NULL,BLOCK 50X2 CHEQUEO PROCESO CEREZA/CIRUELA,1,20700,20700,NULL,APROBADA
111,2022,Noviembre,07/11/2022 00:00,NORMAL,514,SURAGRA S.A,CONTADO,932.37,DOLAR,GNGN1150,1 FLETE AEREO,193,1200,231600,UNI,APROBADA
112,2022,Noviembre,07/11/2022 00:00,NORMAL,28,ENVASES IMPRESOS SPA,120 DIAS C/FACTURA,932.37,DOLAR,TACT1216,TAPA CTN 305X508X093/096 MAQ/TELESCOPICA QILIN T22-23,120,7100,852000,UNI,APROBADA
113,2022,Noviembre,07/11/2022 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,932.37,DOLAR,PATE1114,TERMOGRAFO TTGEO EAGLE EXTEND SU-60 DAY,77,11500,885500,UNI,APROBADA
113,2022,Noviembre,07/11/2022 00:00,NORMAL,293,COMERCIAL SENSITECH SOUTH AMERICA LTDA.,60 DIAS C/FACTURA,932.37,DOLAR,PATE1116,TERMOGRAFOS TT ULTRA FIT 16K AMB SU-SEN CHILE,54,14200,766800,UNI,APROBADA
114,2022,Noviembre,07/11/2022 00:00,NORMAL,103,WENCO S.A.,120 DIAS C/FACTURA,932.37,DOLAR,CJPL1130,CAJA PLT 300X500X148/150 ABATIBLE BLANCA PLUS G8,15,17700,265500,UNI,APROBADA
115,2022,Noviembre,07/11/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,932.37,PESOS,NULL,BASUREROS 42 LT.C/TAPA ,166,3300,547800,NULL,APROBADA
116,2022,Noviembre,07/11/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,932.37,PESOS,GNGN1135,BASE ANTIAFIDO 1200X1000X250 MM,61,14700,896700,UNI,APROBADA
116,2022,Noviembre,07/11/2022 00:00,NORMAL,514,SURAGRA S.A,90 DIAS C/FACTURA,932.37,PESOS,GNGN1172,MALLA ANTIAFIDOS COBERTOR 1200X1000X1600,190,1100,209000,UNI,APROBADA
117,2022,Noviembre,07/11/2022 00:00,GENERAL,268,COMPA�IA AGROPECUARIA COPEVAL S.A.,30 DIAS C/FACTURA,932.37,PESOS,NULL,NITRATO DE POTASIO KILOS,81,11300,915300,NULL,APROBADA
118,2022,Noviembre,08/11/2022 00:00,GENERAL,103679,INVERSIONES Y SERVICIOS INFORMATICOS ARKADIOS LTDA,30 DIAS C/FACTURA,919.58,UNIDAD DE FOMENTO,NULL,MANTENIMIENTO Y SOPORTE - OCT,177,14800,2619600,NULL,APROBADA
119,2022,Noviembre,07/11/2022 00:00,NORMAL,103700,INVENA PERU SAC,60 DIAS C/FACTURA,932.37,DOLAR,PEBO1201,BOLSA CAMISA 1050X650 PERFORADA / NATURAL  0.97 % VENT,54,15600,842400,UNI,APROBADA
120,2022,Noviembre,07/11/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,932.37,DOLAR,PECT1102,CORRUGADO ONDA SIMPLE 370X570 S/IMPRESI�N,113,9100,1028300,UNI,APROBADA
120,2022,Noviembre,07/11/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,932.37,DOLAR,PEGE1108,GENERADOR LAMINADO 32X46 6GR AZUL,154,5300,816200,UNI,APROBADA
121,2022,Noviembre,08/11/2022 00:00,GENERAL,10288,ASOCIACION DE EXPORTADORES DE FRUTAS DE CHILE. A.G.,CONTADO,919.58,PESOS,NULL,RENOVACION DE AGENDA DE PESTICIDAS ASOEX,89,10200,907800,NULL,APROBADA
122,2022,Noviembre,08/11/2022 00:00,GENERAL,595,MARCO ANTONIO PONCE REYES,30 DIAS C/FACTURA,919.58,PESOS,NULL,FUMIGACION,154,4900,754600,NULL,APROBADA
123,2022,Noviembre,08/11/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,919.58,PESOS,ADST1538,ADH STICKERS CIRCULAR TIPO ESTRELLA (LAPINS),163,3700,603100,UNI,APROBADA
123,2022,Noviembre,08/11/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,919.58,PESOS,ADST1539,ADH STICKERS CIRCULAR TIPO ESTRELLA (SANTINA),48,14800,710400,UNI,APROBADA
123,2022,Noviembre,08/11/2022 00:00,NORMAL,242,IMPRESOS AUTOADHESIVOS LIMITADA,60 DIAS C/FACTURA,919.58,PESOS,ADST1588,ADH STICKERS CHERRIES 2 LBS 7X8 COSTCO T 19-20,0,2200,0,UNI,APROBADA
124,2022,Noviembre,08/11/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,919.58,DOLAR,CJCT1276,CAJA�CTN 300X500X094/100 MAQ/P84-L MASTER QIDU T 20-21,157,3600,565200,UNI,APROBADA
124,2022,Noviembre,08/11/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,919.58,DOLAR,FOCT1152,FONDO CTN 305X508X088/094 MAQ/P84-LL KRAFT CEREZA T22-23,41,16700,684700,UNI,APROBADA
124,2022,Noviembre,08/11/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,919.58,DOLAR,TACT1216,TAPA CTN 305X508X093/096 MAQ/TELESCOPICA QILIN T22-23,185,1200,222000,UNI,APROBADA
125,2022,Noviembre,08/11/2022 00:00,GENERAL,10341,YALITECH,30 DIAS C/FACTURA,919.58,PESOS,NULL,TIRAS REACTIVASINSTA-TEST AC.PARACETICO ,166,4300,713800,NULL,APROBADA
125,2022,Noviembre,08/11/2022 00:00,GENERAL,10341,YALITECH,30 DIAS C/FACTURA,919.58,PESOS,NULL,DESPACHO,126,8300,1045800,NULL,APROBADA
126,2022,Noviembre,08/11/2022 00:00,NORMAL,10155,LAS YUNGAS SPA,90 DIAS C/FACTURA,919.58,DOLAR,BOAM1143,BOLSA CAMISA 1020X620  FRESH COOLING (CAJA 40X60),153,4400,673200,UNI,APROBADA
126,2022,Noviembre,08/11/2022 00:00,NORMAL,10155,LAS YUNGAS SPA,90 DIAS C/FACTURA,919.58,DOLAR,BOAM1157,BOLSA CAMISA 830X630 TIPO AM MICRO P. 03% SIN LOGO (TH82) LIFE S.,42,15900,667800,UNI,APROBADA
126,2022,Noviembre,08/11/2022 00:00,NORMAL,10155,LAS YUNGAS SPA,90 DIAS C/FACTURA,919.58,DOLAR,BOAM1166,BOLSA CAMISA 790X450  CHERRY LIFE SPAN 5.0 KG (LHS209),67,13400,897800,UNI,APROBADA
127,2022,Noviembre,08/11/2022 00:00,GENERAL,10248,MIKRA,CONTADO,919.58,PESOS,NULL,SILLA JOB CODIGO SU01SJB,110,8500,935000,NULL,APROBADA
128,2022,Noviembre,08/11/2022 00:00,GENERAL,103650,AGRICOLA MYR SPA.,30 DIAS C/FACTURA,919.58,PESOS,NULL,SERVICIO CONTRATISTA MES OCTUBRE,61,14400,878400,NULL,APROBADA
129,2022,Noviembre,09/11/2022 00:00,GENERAL,150,PRISA S.A.,30 DIAS C/FACTURA,907.35,PESOS,NULL,CORCHETES STANLEY 3/8�� X 100,119,8900,1059100,NULL,APROBADA
130,2022,Noviembre,09/11/2022 00:00,NORMAL,104,PLASTICOS MALFANTI,30 DIAS C/FACTURA,907.35,PESOS,GNGN1123,MANGA DE PLASTICO NEGRO 15 MICRONES,40,15300,612000,KGS,APROBADA
131,2022,Noviembre,09/11/2022 00:00,GENERAL,10269,VESCO CHILE,30 DIAS C/FACTURA,907.35,PESOS,NULL,ZAPATO SEGURIDAD NORSEG M EROS,129,9300,1199700,NULL,APROBADA
132,2022,Noviembre,09/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,907.35,PESOS,NULL,REFRACTOMETRO DIGITAL 0-50% BRIX,12,18600,223200,NULL,APROBADA
132,2022,Noviembre,09/11/2022 00:00,GENERAL,187,HANNA INSTRUMENTS,30 DIAS C/FACTURA,907.35,PESOS,NULL,DESPACHO,160,4600,736000,NULL,APROBADA
133,2022,Noviembre,09/11/2022 00:00,GENERAL,10269,VESCO CHILE,30 DIAS C/FACTURA,907.35,PESOS,NULL,BOLSOS NEGRO CRUZADO C/LOGO,86,11500,989000,NULL,APROBADA
134,2022,Noviembre,10/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,904.42,PESOS,ADPA1104,ADH BLANCO  2.50X5.00 MAQUINA IMPRESORA,141,6500,916500,UNI,APROBADA
134,2022,Noviembre,10/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,904.42,PESOS,ADPA1107,ADH CODIGO DE BARRA,44,15200,668800,UNI,APROBADA
134,2022,Noviembre,10/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,904.42,PESOS,ADPA1266,ADH BLANCO  70X100 MM MAQUINA IMPRESORA,49,16800,823200,UNI,APROBADA
134,2022,Noviembre,10/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,904.42,PESOS,PAJU1101,JUMBO (VENTANA PALLET),157,3900,612300,UNI,APROBADA
134,2022,Noviembre,10/11/2022 00:00,NORMAL,367,ADHEMAK LTDA,60 DIAS C/FACTURA,904.42,PESOS,PATE1102,CINTA  TRANSFERENCIA TERMICA �OUT�,31,17300,536300,UNI,APROBADA
135,2022,Noviembre,09/11/2022 00:00,NORMAL,103701,PIENSA SOLUTIONS S.A.C,30 DIAS C/FACTURA,907.35,DOLAR,PEAD1160,ADH SWEETUMS GREEN 3LBS 60X90MM T22-23,127,6300,800100,UNI,APROBADA
135,2022,Noviembre,09/11/2022 00:00,NORMAL,103701,PIENSA SOLUTIONS S.A.C,30 DIAS C/FACTURA,907.35,DOLAR,PEAD1161,ADH SWEETUMS RED 3LBS 60X90MM T22-23,1,19700,19700,UNI,APROBADA
135,2022,Noviembre,09/11/2022 00:00,NORMAL,103701,PIENSA SOLUTIONS S.A.C,30 DIAS C/FACTURA,907.35,DOLAR,PECT1125,CINTILLO CARTULINA SWEETUMS GREEN 589X060 MM T22-23,138,6100,841800,UNI,APROBADA
135,2022,Noviembre,09/11/2022 00:00,NORMAL,103701,PIENSA SOLUTIONS S.A.C,30 DIAS C/FACTURA,907.35,DOLAR,PECT1127,CINTILLO CARTULINA SWEETUMS RED 589X060 MM T22-23,146,3800,554800,UNI,APROBADA
136,2022,Noviembre,10/11/2022 00:00,GENERAL,598,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,CONTADO,904.42,PESOS,NULL,TABLAS DE CALIBRE Y COLOR CEREZAS PRODUCTORES,127,8300,1054100,NULL,APROBADA
136,2022,Noviembre,10/11/2022 00:00,GENERAL,598,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,CONTADO,904.42,PESOS,NULL,TABLAS DE CALIBRE Y COLOR CEREZAS LABORATORIO,103,10300,1060900,NULL,APROBADA
137,2022,Noviembre,10/11/2022 00:00,GENERAL,103699,CONYTEC CONSULTORES SPA,30 DIAS C/FACTURA,904.42,DOLAR,NULL,WATCHGUARD AP432,84,10600,890400,NULL,APROBADA
137,2022,Noviembre,10/11/2022 00:00,GENERAL,103699,CONYTEC CONSULTORES SPA,30 DIAS C/FACTURA,904.42,DOLAR,NULL,WATCHGUARD STANDARD WIFI MANAGMENT 1YR LICENSE,166,4200,697200,NULL,APROBADA
138,2022,Noviembre,10/11/2022 00:00,GENERAL,103699,CONYTEC CONSULTORES SPA,30 DIAS C/FACTURA,904.42,PESOS,NULL,INSTALACION 1 AP WATCHGUARD,141,6200,874200,NULL,APROBADA
138,2022,Noviembre,10/11/2022 00:00,GENERAL,103699,CONYTEC CONSULTORES SPA,30 DIAS C/FACTURA,904.42,PESOS,NULL,CONFIGURACION 1 AP,148,5500,814000,NULL,APROBADA
139,2022,Noviembre,10/11/2022 00:00,GENERAL,10165,NEMACHILE SERVICIOS AGRICOLAS LTDA.,30 DIAS C/FACTURA,904.42,PESOS,NULL,ANALISIS DE DETECCION PRECOZ BOTRYTIS,183,2600,475800,NULL,APROBADA
140,2022,Noviembre,11/11/2022 00:00,NORMAL,10229,SURAGRA SAC,90 DIAS C/FACTURA,893.54,DOLAR,PECL1101,CLAMSHELL PET 3 LBS UVAS SAM�S ALT 126,149,5300,789700,UNI,APROBADA
141,2022,Noviembre,14/11/2022 00:00,GENERAL,595,MARCO ANTONIO PONCE REYES,30 DIAS C/FACTURA,887.46,PESOS,NULL,SERVICIO AGRICOLA,65,12500,812500,NULL,APROBADA
142,2022,Noviembre,14/11/2022 00:00,NORMAL,135,QUIMICA ITALQUIM,75 DIAS C/FACTURA,887.46,DOLAR,QUQU1139,PENBOTEC 400 SC,167,4100,684700,LTS,APROBADA
142,2022,Noviembre,14/11/2022 00:00,NORMAL,135,QUIMICA ITALQUIM,75 DIAS C/FACTURA,887.46,DOLAR,QUQU1164,OPTICAL .CLORURO DE CALCIO,107,9900,1059300,LTS,APROBADA
143,2022,Noviembre,14/11/2022 00:00,NORMAL,675,POLICART LTDA.,60 DIAS C/FACTURA,887.46,PESOS,GNGN1108,FILM AUTOMATICO MAQUINA (12KG X UNI),144,6200,892800,UNI,APROBADA
144,2022,Noviembre,14/11/2022 00:00,GENERAL,103608,QWANTEC INGENIERIA LTDA,CONTADO,887.46,PESOS,NULL,SOFTWARE CONTROL DE ASISTENCIA ,19,17300,328700,NULL,APROBADA
145,2022,Noviembre,15/11/2022 00:00,NORMAL,182,CARTOCOR CHILE S.A.,120 DIAS C/FACTURA,898.72,DOLAR,CJCT1412,CAJA CTN 406X608X128/133 AUTO/P84-L APRICOTS GESEX,70,13500,945000,UNI,APROBADA
146,2022,Noviembre,15/11/2022 00:00,GENERAL,103655,NEBULAN (SOCIEDAD IBLUE INVERSIONES LIMITADA),30 DIAS C/FACTURA,898.72,DOLAR,NULL,MICROSOFT 365 BUSINESS ESTANDAR,157,3600,565200,NULL,APROBADA
147,2022,Noviembre,15/11/2022 00:00,NORMAL,517,DECCO CHILE SPA,90 DIAS C/FACTURA,898.72,DOLAR,QUQU1154,HIPOCLORITO DE CALCIO AL 65% IA,126,6400,806400,LTS,APROBADA
